id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B|B	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	Ery|B	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0AE21B38F	PTPRC_DPP4	simple:P08575	simple:P27487	PTPRC	DPP4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F3C30371	IGF2R_DPP4	simple:P11717	simple:P27487	IGF2R	DPP4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	False	False	False	user_curated	False	1.755																																																	
CPI-SS03F7256B7	CCL5_DPP4	simple:P13501	simple:P27487	CCL5	DPP4	False	False	False	user_curated	False	1.755																																																	
CPI-SS06BC722B5	POMC_OPRL1	simple:P01189	simple:P41146	POMC	OPRL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS04C75AFF1	IL1RN_IL1RAP	simple:P18510	simple:Q9NPH3	IL1RN	IL1RAP	False	False	False	user_curated	False	1.755																																																	
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	POMC	MC1R	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C3EA601F	IL1R1_IL1RAP	simple:P14778	simple:Q9NPH3	IL1R1	IL1RAP	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A4E441B7	IL2RA_IL1RN	simple:P01589	simple:P18510	IL2RA	IL1RN	False	False	False	user_curated	False	1.755																																																	
CPI-SS02B6ED329	LAMC1_ITGA6	simple:P11047	simple:P23229	LAMC1	ITGA6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E8A6D38B	LAMB1_ITGA6	simple:P07942	simple:P23229	LAMB1	ITGA6	False	False	False	user_curated	False	1.755																																																	
CPI-SS08E085833	LAMA5_ITGA6	simple:O15230	simple:P23229	LAMA5	ITGA6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0295A2800	CD9_ITGA6	simple:P21926	simple:P23229	CD9	ITGA6	False	False	False	user_curated	False	1.755																																																	
CPI-SS05EA1D183	MET_ITGA6	simple:P08581	simple:P23229	MET	ITGA6	False	False	False	user_curated	False	1.755																																																	
CPI-SS034B4FA7E	CD5_TNFRSF25	simple:P06127	simple:Q93038	CD5	TNFRSF25	False	False	False	user_curated	False	1.755																																																	
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	TNFSF12	TNFRSF25	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EB6D1570	PRNP_TNFRSF25	simple:P04156	simple:Q93038	PRNP	TNFRSF25	False	False	False	user_curated	False	1.755																																																	
CPI-SS07F90A50E	TPSB2_F2RL1	simple:P20231	simple:P55085	TPSB2	F2RL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS09F7C032A	ATP2A2_F2RL1	simple:P16615	simple:P55085	ATP2A2	F2RL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D2E7D84A	F2R_F2RL1	simple:P25116	simple:P55085	F2R	F2RL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0024CA9FD	GZMA_F2RL1	simple:P12544	simple:P55085	GZMA	F2RL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A91D432B	CTSG_F2RL1	simple:P08311	simple:P55085	CTSG	F2RL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A106718F	PRSS2_F2RL1	simple:P07478	simple:P55085	PRSS2	F2RL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0379B9E1F	PRNP_F2RL1	simple:P04156	simple:P55085	PRNP	F2RL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS08805BBC2	INSL3_RXFP1	simple:P51460	simple:Q9HBX9	INSL3	RXFP1	False	False	False	user_curated	False	1.755																																																	
CPI-SS045EC4F7D	RLN2_RXFP1	simple:P04090	simple:Q9HBX9	RLN2	RXFP1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0344B3318	PRNP_PTAFR	simple:P04156	simple:P25105	PRNP	PTAFR	False	False	False	user_curated	False	1.755																																																	
CPI-SS041A1FCF4	MBP_PTAFR	simple:P02686	simple:P25105	MBP	PTAFR	False	False	False	user_curated	False	1.755																																																	
CPI-SS01D236B4F	CCL4_CCR1	simple:P13236	simple:P32246	CCL4	CCR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FB56E1A7	CCL2_CCR1	simple:P13500	simple:P32246	CCL2	CCR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS058F072F0	PRNP_CCR1	simple:P04156	simple:P32246	PRNP	CCR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS07DBC77C8	MBP_CCR1	simple:P02686	simple:P32246	MBP	CCR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS088A41E6D	IL1RN_IL1R2	simple:P18510	simple:P27930	IL1RN	IL1R2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0275F086A	IL1B_IL1R2	simple:P01584	simple:P27930	IL1B	IL1R2	False	False	False	user_curated	False	1.755																																																	
CPI-SS06D3F23CC	IL1R1_IL1RN	simple:P14778	simple:P18510	IL1R1	IL1RN	False	False	False	user_curated	False	1.755																																																	
CPI-SS06E99213D	IL2RB_IL1RN	simple:P14784	simple:P18510	IL2RB	IL1RN	False	False	False	user_curated	False	1.755																																																	
CPI-SS09EEF8B61	IL1B_IL1R1	simple:P01584	simple:P14778	IL1B	IL1R1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E312FCAD	COL6A1_ITGA6	simple:P12109	simple:P23229	COL6A1	ITGA6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0552B6252	IRAK4_TLR6	simple:Q9NWZ3	simple:Q9Y2C9	IRAK4	TLR6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EB12B326	CD14_TLR6	simple:P08571	simple:Q9Y2C9	CD14	TLR6	False	False	False	user_curated	False	1.755																																																	
CPI-SS05F7D222D	INSR_CALM3	simple:P06213	simple:P0DP25	INSR	CALM3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C19D082D	PLXNB2_ANG	simple:O15031	simple:P03950	PLXNB2	ANG	False	False	False	user_curated	False	1.755																																																	
CPI-SS0649F034F	CALM3_AR	simple:P0DP25	simple:P10275	CALM3	AR	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DC9E4DF9	TGFBR2_UBA52	simple:P37173	simple:P62987	TGFBR2	UBA52	False	False	False	user_curated	False	1.755																																																	
CPI-SS065FFAF5E	TGFBR1_UBA52	simple:P36897	simple:P62987	TGFBR1	UBA52	False	False	False	user_curated	False	1.755																																																	
CPI-SS00CF7ADDC	TLR4_UBA52	simple:O00206	simple:P62987	TLR4	UBA52	False	False	False	user_curated	False	1.755																																																	
CPI-SS0726A9CCA	ERBB2_UBA52	simple:P04626	simple:P62987	ERBB2	UBA52	False	False	False	user_curated	False	1.755																																																	
CPI-SS0151341E0	NOTCH1_UBA52	simple:P46531	simple:P62987	NOTCH1	UBA52	False	False	False	user_curated	False	1.755																																																	
CPI-SS03886FA00	ADRB2_UBA52	simple:P07550	simple:P62987	ADRB2	UBA52	False	False	False	user_curated	False	1.755																																																	
CPI-SS071C34408	LDLR_UBA52	simple:P01130	simple:P62987	LDLR	UBA52	False	False	False	user_curated	False	1.755																																																	
CPI-SS07FF77061	RET_VEGFA	simple:P07949	simple:P15692	RET	VEGFA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0280EF69B	VCAN_VEGFA	simple:P13611	simple:P15692	VCAN	VEGFA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	NRP2	VEGFA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DBAA0A77	ITGAV_VEGFA	simple:P06756	simple:P15692	ITGAV	VEGFA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0098257EA	ITGB1_VEGFA	simple:P05556	simple:P15692	ITGB1	VEGFA	False	False	False	user_curated	False	1.755																																																	
CPI-SS037DB97BD	ITGB3_VEGFA	simple:P05106	simple:P15692	ITGB3	VEGFA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FB93FBEF	MET_LRIG1	simple:P08581	simple:Q96JA1	MET	LRIG1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0511FD78F	RET_MET	simple:P07949	simple:P08581	RET	MET	False	False	False	user_curated	False	1.755																																																	
CPI-SS086BFF188	ADAM10_MET	simple:O14672	simple:P08581	ADAM10	MET	False	False	False	user_curated	False	1.755																																																	
CPI-SS03BF95E36	TNFRSF10B_MET	simple:O14763	simple:P08581	TNFRSF10B	MET	False	False	False	user_curated	False	1.755																																																	
CPI-SS05438499B	PLXNB1_MET	simple:O43157	simple:P08581	PLXNB1	MET	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EE6E46E7	IGF1R_MET	simple:P08069	simple:P08581	IGF1R	MET	False	False	False	user_curated	False	1.755																																																	
CPI-SS09032AAA5	ITGB1_MET	simple:P05556	simple:P08581	ITGB1	MET	False	False	False	user_curated	False	1.755																																																	
CPI-SS067EA6552	ERBB2_MET	simple:P04626	simple:P08581	ERBB2	MET	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F1F57934	ICAM1_MET	simple:P05362	simple:P08581	ICAM1	MET	False	False	False	user_curated	False	1.755																																																	
CPI-SS0445B2471	FRS3_FGFR1	simple:O43559	simple:P11362	FRS3	FGFR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS00F27FBDF	SPARC_FGFR1	simple:P09486	simple:P11362	SPARC	FGFR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BBDA0C3F	ESR1_CALM3	simple:P03372	simple:P0DP25	ESR1	CALM3	False	False	False	user_curated	False	1.755																																																	
CPI-SS061666DC1	ZG16B_TLR6	simple:Q96DA0	simple:Q9Y2C9	ZG16B	TLR6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A588506B	ABCA1_CALM3	simple:O95477	simple:P0DP25	ABCA1	CALM3	False	False	False	user_curated	False	1.755																																																	
CPI-SS034060D56	S1PR4_GNAI2	simple:O95977	simple:P04899	S1PR4	GNAI2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0827A3BF8	VCAN_TLR6	simple:P13611	simple:Q9Y2C9	VCAN	TLR6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0CC58BC47	CD36_TLR6	simple:P16671	simple:Q9Y2C9	CD36	TLR6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A6D0A416	CFH_ITGAM	simple:P08603	simple:P11215	CFH	ITGAM	False	False	False	user_curated	False	1.755																																																	
CPI-SS069A7D8CC	HP_ITGAM	simple:P00738	simple:P11215	HP	ITGAM	False	False	False	user_curated	False	1.755																																																	
CPI-SS026AF1BB4	PLAT_ITGAM	simple:P00750	simple:P11215	PLAT	ITGAM	False	False	False	user_curated	False	1.755																																																	
CPI-SS01562ACBC	PLAU_ITGAM	simple:P00749	simple:P11215	PLAU	ITGAM	False	False	False	user_curated	False	1.755																																																	
CPI-SS014B6C7D1	PROC_ITGAM	simple:P04070	simple:P11215	PROC	ITGAM	False	False	False	user_curated	False	1.755																																																	
CPI-SS06DD43A6C	ICAM1_ITGAM	simple:P05362	simple:P11215	ICAM1	ITGAM	False	False	False	user_curated	False	1.755																																																	
CPI-SS028712007	C3_ITGAM	simple:P01024	simple:P11215	C3	ITGAM	False	False	False	user_curated	False	1.755																																																	
CPI-SS008DD1B5A	PLAT_ITGB2	simple:P00750	simple:P05107	PLAT	ITGB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DAFE24B6	PLAU_ITGB2	simple:P00749	simple:P05107	PLAU	ITGB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS028F0D726	PROC_ITGB2	simple:P04070	simple:P05107	PROC	ITGB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS04F28628D	C3_ITGB2	simple:P01024	simple:P05107	C3	ITGB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS079EEDE8D	ERBB2_NRG4	simple:P04626	simple:Q8WWG1	ERBB2	NRG4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C321CE6D	FPR2_CAMP	simple:P25090	simple:P49913	FPR2	CAMP	False	False	False	user_curated	False	1.755																																																	
CPI-SS09406A30A	IGF1R_CAMP	simple:P08069	simple:P49913	IGF1R	CAMP	False	False	False	user_curated	False	1.755																																																	
CPI-SS078A6F3C9	IFNAR1_JAK1	simple:P17181	simple:P23458	IFNAR1	JAK1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FCB7A7D8	ERBB2_AREG	simple:P04626	simple:P15514	ERBB2	AREG	False	False	False	user_curated	False	1.755																																																	
CPI-SS096307FED	ERBB2_HSP90AA1	simple:P04626	simple:P07900	ERBB2	HSP90AA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS03D8BE340	ITGB3_HSP90AA1	simple:P05106	simple:P07900	ITGB3	HSP90AA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS045A92630	IL2RA_ICAM1	simple:P01589	simple:P05362	IL2RA	ICAM1	False	False	False	user_curated	False	1.755																																																	
CPI-SS04767DDF0	CNIH1_TGFA	simple:O95406	simple:P01135	CNIH1	TGFA	False	False	False	user_curated	False	1.755																																																	
CPI-SS09375CA29	ADGRL1_NRG1	simple:O94910	simple:Q02297	ADGRL1	NRG1	False	False	False	user_curated	False	1.755																																																	
CPI-SS089283EF5	ERBB2_NRG1	simple:P04626	simple:Q02297	ERBB2	NRG1	False	False	False	user_curated	False	1.755																																																	
CPI-SS077C35726	MFAP3L_CEACAM1	simple:O75121	simple:P13688	MFAP3L	CEACAM1	False	False	False	user_curated	False	1.755																																																	
CPI-SS053D86BD9	DYSF_ANXA2	simple:O75923	simple:P07355	DYSF	ANXA2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0656275A7	TLR2_ANXA2	simple:O60603	simple:P07355	TLR2	ANXA2	False	False	False	user_curated	False	1.755																																																	
